index,entry,name,equation,enzyme,equation_no_coeff
10661,rn:R11813,"2-(cystein-S-yl)-2-(1H-indol-3-yl)-acetonitrile, [reduced NADPH---hemoprotein reductase]:oxygen oxidoreductase (camalexin-forming)",C21719 + 2 C03024 + 2 C00007 <=> C21721 + C01326 + C00011 + 2 C03161 + 4 C00001,1.14.19.52,C21719+C03024+C00007<=>C21721+C01326+C00011+C03161+C00001
10662,rn:R11814,,C21719 + C03024 + C00007 <=> C21722 + C01326 + C03161 + 2 C00001,1.14.19.52,C21719+C03024+C00007<=>C21722+C01326+C03161+C00001
10663,rn:R11815,,C21722 + C03024 + C00007 <=> C21721 + C00011 + C03161 + 2 C00001,1.14.19.52,C21722+C03024+C00007<=>C21721+C00011+C03161+C00001
10664,rn:R11816,"protoheme,donor:oxygen oxidoreductase (biliverdin-IX-delta-forming)",C00032 + 3 C00030 + 3 C00007 <=> C21723 + C00237 + C14818 + 3 C00028 + 3 C00001,1.14.99.58,C00032+C00030+C00007<=>C21723+C00237+C14818+C00028+C00001
10665,rn:R11817,"protoheme,donor:oxygen oxidoreductase (biliverdin-IX-beta-forming)",C00032 + 3 C00030 + 3 C00007 <=> C21724 + C00237 + C14818 + 3 C00028 + 3 C00001,1.14.99.58,C00032+C00030+C00007<=>C21724+C00237+C14818+C00028+C00001
10666,rn:R11818,"formate:NAD+, ferredoxin oxidoreductase",2 C00058 + C00003 + 2 C00139 <=> 2 C00011 + C00004 + C00080 + 2 C00138,1.17.1.11,C00058+C00003+C00139<=>C00011+C00004+C00080+C00138
10667,rn:R11819,trans-4-hydroxy-L-proline hydro-lyase,C01157 <=> C03912 + C00001,4.2.1.172,C01157<=>C03912+C00001
10668,rn:R11820,geranylgeranyl-diphosphate hydratase (ent-8alpha-hydroxylabd-13-en-15-yl-diphosphate-forming);||ent-8alpha-hydroxylabd-13-en-15-yl-diphosphate hydro-lyase,C21656 <=> C00353 + C00001,4.2.1.173,C21656<=>C00353+C00001
10669,rn:R11821,geranylgeranyl-diphosphate hydratase (peregrinol-diphosphate-forming);||peregrinol-diphosphate hydro-lyase,C21658 <=> C00353 + C00001,4.2.1.174,C21658<=>C00353+C00001
10670,rn:R11822,"(2E,6E)-farnesyl-diphosphate diphosphate-lyase [cyclizing, (+)-isoafricanol-forming]",C00448 + C00001 <=> C21660 + C00013,4.2.3.157,C00448+C00001<=>C21660+C00013
10671,rn:R11823,"geranylgeranyl-diphosphate diphosphate-lyase [cyclizing, (-)-spiroviolene-forming]",C00353 <=> C21661 + C00013,4.2.3.158,C00353<=>C21661+C00013
10672,rn:R11824,"geranylgeranyl-diphosphate diphosphate-lyase (cyclizing, tsukubadiene-forming)",C00353 <=> C21670 + C00013,4.2.3.159,C00353<=>C21670+C00013
10673,rn:R11825,"(2E,6E)-farnesyl-diphosphate diphosphate-lyase [cyclizing, (2S,3R,6S,9S)-(-)-protoillud-7-ene-forming]",C00448 <=> C21676 + C00013,4.2.3.160,C00448<=>C21676+C00013
10674,rn:R11826,"(2E,6E)-farnesyl-diphosphate diphosphate-lyase [cyclizing, (3S)-(+)-asterisca-2(9),6-diene-forming]",C00448 <=> C21677 + C00013,4.2.3.161,C00448<=>C21677+C00013
10675,rn:R11827,"(2E,6E)-farnesyl-diphosphate diphosphate-lyase [cyclizing, (-)-alpha-amorphene-forming]",C00448 <=> C21679 + C00013,4.2.3.162,C00448<=>C21679+C00013
10676,rn:R11828,"(2E,6E)-farnesyl-diphosphate diphosphate-lyase [cyclizing, (+)-corvol-ether-B-forming]",C00448 + C00001 <=> C21681 + C00013,4.2.3.163,C00448+C00001<=>C21681+C00013
10677,rn:R11829,"(2E,6E)-farnesyl-diphosphate diphosphate-lyase [cyclizing, (+)-eremophilene-forming]",C00448 <=> C21684 + C00013,4.2.3.164,C00448<=>C21684+C00013
10678,rn:R11830,"(2E,6E)-farnesyl-diphosphate diphosphate-lyase [cyclizing, (1R,4R,5S)-(-)-guaia-6,10(14)-diene-forming]",C00448 <=> C21685 + C00013,4.2.3.165,C00448<=>C21685+C00013
10679,rn:R11831,"(2E,6E)-farnesyl-diphosphate diphosphate-lyase [cyclizing, (+)-(1E,4E,6S,7R)-germacra-1(10),4-dien-6-ol-forming]",C00448 + C00001 <=> C21686 + C00013,4.2.3.166,C00448+C00001<=>C21686+C00013
10680,rn:R11832,"geranylgeranyl-diphosphate diphosphate-lyase [cyclizing, (3E,7E)-dolabella-3,7-dien-18-ol-forming]",C00353 + C00001 <=> C21687 + C00013,4.2.3.167,C00353+C00001<=>C21687+C00013
10681,rn:R11833,"geranylgeranyl-diphosphate diphosphate-lyase [cyclizing, (3E,7E)-dolathalia-3,7,11-triene-forming]",C00353 <=> C21688 + C00013,4.2.3.168,C00353<=>C21688+C00013
10682,rn:R11834,"(2E,6E)-farnesyl-diphosphate diphosphate-lyase (cyclizing, 7-epi-alpha-eudesmol-forming)",C00448 + C00001 <=> C21689 + C00013,4.2.3.169,C00448+C00001<=>C21689+C00013
10683,rn:R11835,"(2E,6E)-farnesyl-diphosphate diphosphate-lyase (cyclizing, 4-epi-cubebol-forming)",C00448 + C00001 <=> C21690 + C00013,4.2.3.170,C00448+C00001<=>C21690+C00013
10684,rn:R11836,"(2E,6E)-farnesyl-diphosphate diphosphate-lyase [cyclizing, (+)-corvol-ether-A-forming]",C00448 + C00001 <=> C21693 + C00013,4.2.3.171,C00448+C00001<=>C21693+C00013
10685,rn:R11837,"(2E,6E)-farnesyl-diphosphate diphosphate-lyase (cyclizing, 10-epi-juneol-forming)",C00448 + C00001 <=> C21694 + C00013,4.2.3.172,C00448+C00001<=>C21694+C00013
10686,rn:R11838,"(2E,6E)-farnesyl-diphosphate diphosphate-lyase (cyclizing, tau-cadinol-forming)",C00448 + C00001 <=> C21695 + C00013,4.2.3.173,C00448+C00001<=>C21695+C00013
10687,rn:R11839,"(2E,6E)-farnesyl-diphosphate diphosphate-lyase [cyclizing, (2E,6E)-hedycaryol-forming]",C00448 + C00001 <=> C21698 + C00013,4.2.3.174,C00448+C00001<=>C21698+C00013
10688,rn:R11840,"(2E,6E)-farnesyl-diphosphate diphosphate-lyase (cyclizing, 10-epi-cubebol-forming)",C00448 + C00001 <=> C21700 + C00013,4.2.3.175,C00448+C00001<=>C21700+C00013
10689,rn:R11841,"all-trans-pentaprenyl-diphosphate diphosphate-lyase (cyclizing, sesterfisherol-forming)",C04217 + C00001 <=> C21701 + C00013,4.2.3.176,C04217+C00001<=>C21701+C00013
10690,rn:R11842,"geranyl-diphosphate diphosphate-lyase (cyclizing, beta-thujene-forming)",C00341 <=> C21702 + C00013,4.2.3.177,C00341<=>C21702+C00013
10691,rn:R11843,"all-trans-pentaprenyl-diphosphate diphosphate-lyase (cylizing, stellata-2,6,19-triene-forming)",C04217 <=> C21703 + C00013,4.2.3.178,C04217<=>C21703+C00013
10692,rn:R11844,"(2E,6E)-farnesyl-diphosphate diphosphate-lyase (cyclizing, guaia-4,6-diene-forming)",C00448 <=> C21705 + C00013,4.2.3.179,C00448<=>C21705+C00013
10693,rn:R11845,"geranylgeranyl-diphosphate diphosphate-lyase (cyclizing, pseudolaradiene-forming)",C00353 <=> C21706 + C00013,4.2.3.180,C00353<=>C21706+C00013
10694,rn:R11846,"(2E,6E)-farnesyl-diphosphate diphosphate-lyase (cyclizing, selina-4(15),7(11)-diene-forming)",C00448 <=> C21707 + C00013,4.2.3.181,C00448<=>C21707+C00013
10695,rn:R11847,"(2E,6E)-farnesyl-diphosphate diphosphate-lyase [cyclizing, (+)-(2S,3R,9R)-pristinol-forming]",C00448 + C00001 <=> C21708 + C00013,4.2.3.182,C00448+C00001<=>C21708+C00013
10696,rn:R11848,"(+)-copalyl-diphosphate diphosphate-lyase (cyclizing, nezukol-forming)",C11901 + C00001 <=> C21709 + C00013,4.2.3.183,C11901+C00001<=>C21709+C00013
10697,rn:R11849,"(2E,6E)-farnesyl-diphosphate diphosphate-lyase (cyclizing, 5-hydroxy-alpha-gurjunene-forming)",C00448 + C00001 <=> C21710 + C00013,4.2.3.184,C00448+C00001<=>C21710+C00013
10698,rn:R11850,"ent-copalyl-diphosphate diphosphate-lyase (cyclizing, ent-atiserine-forming)",C06089 <=> C21711 + C00013,4.2.3.185,C06089<=>C21711+C00013
10699,rn:R11851,"ent-8alpha-hydroxylabd-13-en-15-yl-diphosphate diphosphate-lyase (cyclizing, ent-13-epi-manoyl-oxide-forming)",C21656 <=> C21714 + C00013,4.2.3.186,C21656<=>C21714+C00013
10700,rn:R11852,"(2E,6E)-farnesyl-diphosphate diphosphate-lyase [cyclizing, (2Z,6E)-hedycaryol-forming]",C00448 + C00001 <=> C21715 + C00013,4.2.3.187,C00448+C00001<=>C21715+C00013
10701,rn:R11853,all-trans-pentaprenyl-diphosphate diphosphate-lyase (beta-geranylfarnesene-forming),C04217 <=> C21716 + C00013,4.2.3.188,C04217<=>C21716+C00013
10702,rn:R11854,all-trans-hexaprenyl-diphosphate diphosphate-lyase (beta-hexaprene-forming),C01230 <=> C21717 + C00013,4.2.3.188,C01230<=>C21717+C00013
10703,rn:R11855,all-trans-heptaprenyl-diphosphate diphosphate-lyase (beta-heptaprene-forming),C04216 <=> C21718 + C00013,4.2.3.188,C04216<=>C21718+C00013
10704,rn:R11856,"peregrinol-diphosphate diphosphate-lyase [(13R)-9,13-epoxylabd-14-ene-forming]",C21658 <=> C21720 + C00013,4.2.3.189,C21658<=>C21720+C00013
10705,rn:R11857,(13E)-8alpha-hydroxylabd-13-en-15-yl-diphosphate diphosphate-lyase (manoyl-oxide-forming);||copal-8-ol-diphosphate diphosphate-lyase (manoyl-oxide-forming),C20270 <=> C21725 + C00013,4.2.3.190,C20270<=>C21725+C00013
10706,rn:R11858,geranylgeranyl-diphosphate diphosphate-lyase (cycloaraneosene-forming),C00353 <=> C21726 + C00013,4.2.3.191,C00353<=>C21726+C00013
10707,rn:R11859,"(13E)-labda-7,13-dien-15-yl-diphosphate diphosphate-lyase [labda-7,13(16),14-triene-forming]",C21727 <=> C21728 + C00013,4.2.3.192,C21727<=>C21728+C00013
10708,rn:R11860,"(+)-copalyl-diphosphate diphosphate-lyase [(12E)-labda-8(17),12,14-triene-forming]",C11901 <=> C21729 + C00013,4.2.3.193,C11901<=>C21729+C00013
10709,rn:R11861,glutathione gamma-glutamyl cyclotransferase (5-oxoproline-forming),C00051 <=> C01419 + C01879,4.3.2.7,C00051<=>C01419+C01879
10710,rn:R11862,epsilon-(gamma-L-glutamyl)-L-lysine gamma-glutamyl cyclotransferase (5-oxoproline-forming),C21730 <=> C00047 + C01879,4.3.2.8,C21730<=>C00047+C01879
10711,rn:R11864,,C20994 + C00001 <=> C21731 + C00022 + C00014,4.4.1.36,C20994+C00001<=>C21731+C00022+C00014
10712,rn:R11865,,C21731 + C00030 <=> C05570 + C00028 + C00001,4.4.1.36,C21731+C00030<=>C05570+C00028+C00001
10713,rn:R11866,(RS)-linalool hydroxymutase,C03985 <=> C01500,5.4.4.8,C03985<=>C01500
10714,rn:R11867,"(3S,22S)-2,3:22,23-diepoxy-2,3,22,23-tetrahydrosqualene mutase (cyclizing, pre-alpha-onocerin-forming)",C21732 <=> C21733,5.4.99.65,C21732<=>C21733
10715,rn:R11868,"pre-alpha-onocerin mutase (cyclizing, alpha-onocerin-forming)",C21733 <=> C21734,5.4.99.66,C21733<=>C21734
10716,rn:R11869,(-)-kolavenyl-diphosphate lyase (ring-opening),C00353 <=> C21735,5.5.1.28,C00353<=>C21735
10717,rn:R11870,(+)-kolavenyl-diphosphate lyase (ring-opening),C00353 <=> C21654,5.5.1.29,C00353<=>C21654
10718,rn:R11871,"(13E)-labda-7,13-dien-15-yl-diphosphate lyase (ring-opening)",C00353 <=> C21727,5.5.1.30,C00353<=>C21727
10719,rn:R11872,4-hydroxybenzoate:[acyl-carrier protein] ligase (AMP-forming),C00002 + C00156 + C00229 <=> C00020 + C00013 + C21505,6.2.1.50,C00002+C00156+C00229<=>C00020+C00013+C21505
10720,rn:R11873,,C21497 + C00229 <=> C00020 + C21505,6.2.1.50,C21497+C00229<=>C00020+C21505
10721,rn:R11874,reduced coenzyme F420:methanophenazine oxidoreductase,C01080 + C11903 <=> C00876 + C11904,1.5.98.3,C01080+C11903<=>C00876+C11904
10722,rn:R11875,"L-carnitine,NADH:oxygen oxidoreductase (trimethylamine-forming)",C00318 + C00004 + C00080 + C00007 <=> C21761 + C00565 + C00003 + C00001,1.14.13.239,C00318+C00004+C00080+C00007<=>C21761+C00565+C00003+C00001
10723,rn:R11876,4-sulfanylbutanoate:NAD+ oxidoreductase,2 C21736 + C00003 <=> C21737 + C00004 + C00080,1.8.1.20,C21736+C00003<=>C21737+C00004+C00080
10724,rn:R11877,(3R)-2'-hydroxyisoflavanone:NADP+ 4-oxidoreductase,C21738 + C00006 <=> C21739 + C00005 + C00080,1.1.1.348,C21738+C00006<=>C21739+C00005+C00080
10725,rn:R11878,[sulfatase]-L-cysteine:oxygen oxidoreductase (3-oxo-L-alanine-forming),C21740 + C00007 + 2 C00145 <=> C21741 + C00283 + C15496 + C00001,1.8.3.7,C21740+C00007+C00145<=>C21741+C00283+C15496+C00001
10726,rn:R11879,UDP-N-acetyl-alpha-D-glucosamine:beta-D-Gal-(1->4)-beta-D-GlcNAc-(1->3)-beta-D-Gal-(1->4)-beta-D-GlcNAc-R 6-beta-N-acetylglucosaminyltransferase (configuration-inverting),C00043 + C21742 <=> C00015 + C21743,2.4.1.150,C00043+C21742<=>C00015+C21743
10727,rn:R11880,manganese(II):oxygen oxidoreductase,4 C19610 + 2 C00007 + 4 C00001 <=> 4 C21744 + 8 C00080,1.16.3.3,C19610+C00007+C00001<=>C21744+C00080
10728,rn:R11881,,4 C19610 + C00007 + 4 C00080 <=> 4 C19611 + 2 C00001,1.16.3.3,C19610+C00007+C00080<=>C19611+C00001
10729,rn:R11882,,4 C19611 + C00007 + 6 C00001 <=> 4 C21744 + 12 C00080,1.16.3.3,C19611+C00007+C00001<=>C21744+C00080
10730,rn:R11885,,2 C00390 <=> 2 C00399 + 4 C00080 + 4 C05359,7.1.1.7,C00390<=>C00399+C00080+C05359
10731,rn:R11886,,C00007 + 4 C00080 + 4 C05359 <=> 2 C00001,7.1.1.7,C00007+C00080+C05359<=>C00001
10732,rn:R11887,3'-phosphoadenylyl-sulfate:7-methylthioheptyl-desulfoglucosinolate sulfotransferase,C00053 + C21650 <=> C00054 + C17252,2.8.2.38,C00053+C21650<=>C00054+C17252
10733,rn:R11888,3'-phosphoadenylyl-sulfate:8-methylthiooctyl-desulfoglucosinolate sulfotransferase,C00053 + C21746 <=> C00054 + C17254,2.8.2.38,C00053+C21746<=>C00054+C17254
10734,rn:R11889,"N,N'-diacetylchitobiose acetylhydrolase",C01674 + C00001 <=> C21747 + C00033,3.5.1.105,C01674+C00001<=>C21747+C00033
10735,rn:R11890,,C13252 <=> C07649,,C13252<=>C07649
10736,rn:R11891,ATP:5-fluorouridine-monophosphate phosphotransferase,C00002 + C16634 <=> C00008 + C21748,2.7.4.14,C00002+C16634<=>C00008+C21748
10737,rn:R11892,ATP:5-fluorodeoxyuridine-monophosphate phosphotransferase,C00002 + C04242 <=> C00008 + C21750,2.7.4.14,C00002+C04242<=>C00008+C21750
10738,rn:R11893,5-fluorodeoxyuridine-diphosphate:thioredoxin-disulfide 2'-oxidoreductase,C21750 + C00343 + C00001 <=> C21748 + C00342,1.17.4.1,C21750+C00343+C00001<=>C21748+C00342
10739,rn:R11894,ATP:5-fluorouridine-diphosphate phosphotransferase,C00002 + C21748 <=> C00008 + C21749,2.7.4.6,C00002+C21748<=>C00008+C21749
10740,rn:R11895,ATP:5-fluorodeoxyuridine-diphosphate phosphotransferase,C00002 + C21750 <=> C00008 + C21751,2.7.4.6,C00002+C21750<=>C00008+C21751
10741,rn:R11896,5-fluorodeoxyuridine-triphosphate diphosphohydrolase,C21751 + C00001 <=> C04242 + C00013,3.6.1.23,C21751+C00001<=>C04242+C00013
10742,rn:R11897,2-hydroxyethyl-CoM:2-mercaptoethanesulfonate lyase (epoxyalkane-ring-forming),C06548 + C03576 <=> C21752,4.4.1.23,C06548+C03576<=>C21752
10743,rn:R11898,,C21752 <=> C00024,,C21752<=>C00024
10744,rn:R11899,2-chloro-2-hydroxyethyl-CoM:2-mercaptoethanesulfonate lyase (epoxyalkane-ring-forming),C20303 + C03576 <=> C21753,4.4.1.23,C20303+C03576<=>C21753
10745,rn:R11900,,C21753 <=> C00024,,C21753<=>C00024
10746,rn:R11901,"chloroethylene,NADH:oxygen oxidoreductase",C06793 + C00004 + C00080 + C00007 <=> C20303 + C00003 + C00001,1.14.13.69,C06793+C00004+C00080+C00007<=>C20303+C00003+C00001
10747,rn:R11902,acetyl-CoA:hydrazine N-acetyltransferase,C00024 + C05361 <=> C00010 + C07447,2.3.1.5,C00024+C05361<=>C00010+C07447
10748,rn:R11903,acetylhydrazine amidohydrolase,C07447 + C00001 <=> C05361 + C00033,3.5.1.-,C07447+C00001<=>C05361+C00033
10749,rn:R11904,"acetylhydrazine,NADPH:oxygen oxidoreductase",C07447 + C00005 + C00080 + C00007 <=> C21758 + C00006 + C00001,1.14.13.-,C07447+C00005+C00080+C00007<=>C21758+C00006+C00001
10750,rn:R11905,,C21758 + C00051 <=> C02320,2.5.1.18,C21758+C00051<=>C02320
10751,rn:R11906,isoniazid:hydrogen-peroxide oxidoreductase,C07054 + C00027 <=> C21754 + C05360 + 2 C00001,"1.11.1.21,1.11.2.2",C07054+C00027<=>C21754+C05360+C00001
10752,rn:R11907,,C21754 + C00003 <=> C21759,,C21754+C00003<=>C21759
10753,rn:R11909,,C21754 + C00006 <=> C21760,,C21754+C00006<=>C21760
10754,rn:R11911,"L-carnitine,NADPH:oxygen oxidoreductase (trimethylamine-forming)",C00318 + C00005 + C00080 + C00007 <=> C21761 + C00565 + C00006 + C00001,1.14.13.239,C00318+C00005+C00080+C00007<=>C21761+C00565+C00006+C00001
10755,rn:R11912,"tryptamine,hydrogen-donor:oxygen oxidoreductase (4-hydroxylating)",C00398 + C00030 + C00007 <=> C21762 + C00028 + C00001,1.14.99.59,C00398+C00030+C00007<=>C21762+C00028+C00001
10756,rn:R11913,"4,4'-diapolycopen-4-al,donor:oxygen oxidoreductase (4,4'-diapolycopen-4-oate-forming)",C21766 + C00001 + C00028 <=> C21768 + C00030,1.2.99.10,C21766+C00001+C00028<=>C21768+C00030
10757,rn:R11914,"4,4'-diapolycopene-4,4'-dial,donor:oxygen oxidoreductase (4,4'-diapolycopene-4,4'-dioate-forming)",C19798 + 2 C00001 + 2 C00028 <=> C21770 + 2 C00030,1.2.99.10,C19798+C00001+C00028<=>C21770+C00030
10758,rn:R11915,"fatty acid carboxy-lyase (light-dependent, alkane-forming)",C00638 + C00205 <=> C21763 + C00011,4.1.1.106,C00638+C00205<=>C21763+C00011
10759,rn:R11916,L-dopa carboxy-lyase (oxidative-deaminating),C00355 + C00007 + C00001 <=> C04043 + C00011 + C00014 + C00027,4.1.1.107,C00355+C00007+C00001<=>C04043+C00011+C00014+C00027
10760,rn:R11917,L-tyrosine carboxy-lyase (oxidative-deaminating),C00082 + C00007 + C00001 <=> C03765 + C00011 + C00014 + C00027,4.1.1.108,C00082+C00007+C00001<=>C03765+C00011+C00014+C00027
10761,rn:R11918,L-phenylalanine carboxy-lyase (oxidative-deaminating),C00079 + C00007 + C00001 <=> C00601 + C00011 + C00014 + C00027,4.1.1.109,C00079+C00007+C00001<=>C00601+C00011+C00014+C00027
10762,rn:R11919,5-amino-1-(5-phospho-beta-D-ribosyl)imidazole formate-lyase (5-hydroxybenzimidazole-forming),C03373 + C00019 + C00030 <=> C21764 + C05198 + C00073 + C00058 + C00014 + C00009 + C00028,4.1.99.23,C03373+C00019+C00030<=>C21764+C05198+C00073+C00058+C00014+C00009+C00028
10763,rn:R11920,geranygeranyl-diphosphate diphosphate-lyase (rhizathalene-A-forming),C00353 <=> C21765 + C00013,4.2.3.195,C00353<=>C21765+C00013
10764,rn:R11921,"Ni(II)-pyridinium-3,5-bisthiocarboxylate-mononucleotide nickel-lyase (pyridinium-3,5-bisthiocarboxylate-mononucleotide forming)",C21769 <=> C21767 + C19609,4.99.1.12,C21769<=>C21767+C19609
10765,rn:R11922,17-(4-hydroxyphenyl)heptadecanoate:[acyl-carrier protein] ligase (AMP-forming),C00002 + C21446 + C00229 <=> C00020 + C00013 + C21506,6.2.1.51,C00002+C21446+C00229<=>C00020+C00013+C21506
10766,rn:R11923,,C21445 + C00229 <=> C00020 + C21506,6.2.1.51,C21445+C00229<=>C00020+C21506
10767,rn:R11924,19-(4-hydroxyphenyl)nonadecanoate:[acyl-carrier protein] ligase (AMP-forming),C00002 + C21448 + C00229 <=> C00020 + C00013 + C21507,6.2.1.51,C00002+C21448+C00229<=>C00020+C00013+C21507
10768,rn:R11925,,C21447 + C00229 <=> C00020 + C21507,6.2.1.51,C21447+C00229<=>C00020+C21507
10769,rn:R11926,"(R)-4,5-dihydro-2-(6-hydroxy-1,3-benzothiazol-2-yl)thiazole-4-carboxylate:CoA ligase (AMP-forming)",C00002 + C21771 + C00010 <=> C00020 + C00013 + C21772,6.2.1.52,C00002+C21771+C00010<=>C00020+C00013+C21772
10770,rn:R11927,[(3S)-4-alkanoyl-5-oxooxolan-3-yl]methyl phosphate:NADP+ oxidoreductase,C21773 + C00006 <=> C21774 + C00005 + C00080,1.3.1.113,C21773+C00006<=>C21774+C00005+C00080
10771,rn:R11928,"CoB,CoM,ferredoxin:coenzyme F420 oxidoreductase",C04628 + C03576 + 2 C00876 + 2 C00138 + 2 C00080 <=> C04832 + 2 C01080 + 2 C00139,1.8.98.4,C04628+C03576+C00876+C00138+C00080<=>C04832+C01080+C00139
10772,rn:R11929,"sulfide:glutathione,quinone oxidoreductase",C00283 + C00051 + C15602 <=> C17267 + C15603,1.8.5.8,C00283+C00051+C15602<=>C17267+C15603
10773,rn:R11930,,C21775 + C00001 <=> C21776,3.3.2.9,C21775+C00001<=>C21776
10774,rn:R11931,"CoB,CoM:ferredoxin oxidoreductase",C04628 + C03576 + 2 C00139 <=> C04832 + 2 C00138 + 2 C00080,1.8.7.3,C04628+C03576+C00139<=>C04832+C00138+C00080
10775,rn:R11932,4-hydroxy-L-tryptophan carboxy-lyase,C21777 <=> C21762 + C00011,4.1.1.105,C21777<=>C21762+C00011
10776,rn:R11933,ATP:4-hydroxytryptamine 4-phosphotransferase,C00002 + C21762 <=> C00008 + C21778,2.7.1.222,C00002+C21762<=>C00008+C21778
10777,rn:R11934,"S-adenosyl-L-methionine:norbaeocystin N,N-dimethyltransferase;||S-adenosyl-L-methionine:4-hydroxytryptamine-4-phosphate N,N-dimethyltransferase",2 C00019 + C21778 <=> 2 C00021 + C07576,2.1.1.345,C00019+C21778<=>C00021+C07576
10778,rn:R11935,S-adenosyl-L-methionine:norbaeocystin N-methyltransferase,C00019 + C21778 <=> C00021 + C21779,2.1.1.345,C00019+C21778<=>C00021+C21779
10779,rn:R11936,S-adenosyl-L-methionine:baeocystin N-methyltransferase,C00019 + C21779 <=> C00021 + C07576,2.1.1.345,C00019+C21779<=>C00021+C07576
10780,rn:R11937,"GDP-alpha-D-mannose:N-acetyl-alpha-D-glucosaminyl-diphospho-ditrans,octacis-undecaprenol 3-alpha-mannosyltransferase (configuration-retaining)",C00096 + C01289 <=> C00035 + C21780,2.4.1.348,C00096+C01289<=>C00035+C21780
10781,rn:R11938,"GDP-alpha-D-mannose:alpha-D-mannosyl-(1->3)-N-acetyl-alpha-D-glucosaminyl-diphospho-ditrans,octacis-undecaprenol 3-alpha-mannosyltransferase (configuration-retaining)",2 C00096 + C21780 <=> 2 C00035 + C21781,2.4.1.349,C00096+C21780<=>C00035+C21781
10782,rn:R11939,UDP-alpha-D-glucose:mogrol 3-O-glucosyltransferase,C00029 + C21782 <=> C21783 + C00015,2.4.1.350,C00029+C21782<=>C21783+C00015
10783,rn:R11940,dimethylallyl-diphosphate:isopentenyl-diphosphate cistransferase (adding 3 isopentenyl units),C00235 + 3 C00129 <=> 3 C00013 + C21784,2.5.1.142,C00235+C00129<=>C00013+C21784
10784,rn:R11941,ATP:L-glutamine N5-phosphotransferase,C00002 + C00064 + C00001 <=> C00020 + C00009 + C21785,2.7.3.13,C00002+C00064+C00001<=>C00020+C00009+C21785
10785,rn:R11942,oleuropein 2-beta-D-glucohydrolase,C09794 + C00001 <=> C21786 + C00031,3.2.1.206,C09794+C00001<=>C21786+C00031
10786,rn:R11943,"CoB,CoM,ferredoxin:H2 oxidoreductase",C04628 + C03576 + 2 C00138 + 2 C00080 <=> C04832 + 2 C00139 + 2 C00282,1.8.98.5,C04628+C03576+C00138+C00080<=>C04832+C00139+C00282
10787,rn:R11944,"coenzyme B,coenzyme M,ferredoxin:formate oxidoreductase",C04628 + C03576 + 2 C00138 + 2 C00011 + 2 C00080 <=> C04832 + 2 C00139 + 2 C00058,1.8.98.6,C04628+C03576+C00138+C00011+C00080<=>C04832+C00139+C00058
10788,rn:R11945,NADH:ubiquinone oxidoreductase,C00399 + C00004 + 6 C00080 <=> C00390 + C00003 + 5 C00080,7.1.1.2,C00399+C00004+C00080<=>C00390+C00003+C00080
10789,rn:R11946,,C17267 + C00007 <=> C21787,1.13.11.18,C17267+C00007<=>C21787
10790,rn:R11947,,C21787 + C00001 <=> C00051 + C00094,1.13.11.18,C21787+C00001<=>C00051+C00094
10791,rn:R11948,"ornithine lipid,2-oxoglutarate:oxygen oxidoreductase (ester-linked acyl 2-hydroxylase)",C21672 + C00026 + C00007 <=> C21794 + C00042 + C00011,1.14.11.58,C21672+C00026+C00007<=>C21794+C00042+C00011
10792,rn:R11949,"(3S,6E)-nerolidol,[reduced NADPH---hemoprotein reductase]:oxygen oxidoreductase",C09704 + C03024 + C00007 <=> C21795 + C20701 + C03161 + 2 C00001,1.14.14.59,C09704+C03024+C00007<=>C21795+C20701+C03161+C00001
10793,rn:R11950,jasmonate:L-amino-acid ligase,C00002 + C08491 + C00151 <=> C00020 + C00013 + C21509,6.3.2.52,C00002+C08491+C00151<=>C00020+C00013+C21509
10794,rn:R11951,"ferruginol,[reduced NADPH---hemoprotein reductase]:oxygen oxidoreductase (11-hydroxyferruginol forming)",C09092 + C03024 + C00007 <=> C21796 + C03161 + C00001,1.14.14.60,C09092+C03024+C00007<=>C21796+C03161+C00001
10795,rn:R11952,"all-trans-retinol,reduced adrenodoxin:oxygen 3,4-oxidoreductase",C00473 + 2 C00662 + 2 C00080 + C00007 <=> C21797 + 2 C00667 + 2 C00001,1.14.19.53,C00473+C00662+C00080+C00007<=>C21797+C00667+C00001
10796,rn:R11953,S-adenosyl-L-methionine:adenine in U6 snRNA methyltransferase,C00019 + C21798 <=> C00021 + C21799,2.1.1.346,C00019+C21798<=>C00021+C21799
10797,rn:R11954,S-adenosyl-L-methionine:(+)-kolavelool O-methyltransferase,C00019 + C21653 <=> C00021 + C21800,2.1.1.347,C00019+C21653<=>C00021+C21800
